round_client_num	elapsed_time
1	2009.184351102449
2	2077.3810364208184
4	1988.5024178680032
8	1906.350444252137
16	1880.3233171477914
32	1844.1013019629754
64	6300.590623888653
128	16559.813513008878
256	33925.20429838216
