solar_radiation,temperature,electric_price_unit
166.0,30.0,8.0
166.0,30.1,8.0
166.0,30.1,8.0
166.0,30.1,8.0
166.0,30.2,8.0
166.0,30.2,8.0
166.0,30.2,8.0
166.0,30.2,8.0
138.0,30.3,10.0
138.0,30.3,10.0
138.0,30.3,10.0
138.0,30.4,10.0
138.0,30.4,10.0
138.0,30.4,10.0
138.0,30.4,10.0
138.0,30.4,10.0
138.0,30.4,10.0
138.0,30.3,10.0
138.0,30.2,10.0
138.0,30.1,10.0
138.0,30.1,10.0
138.0,30.1,10.0
138.0,30.1,10.0
138.0,30.2,10.0
138.0,30.2,10.0
138.0,30.2,10.0
138.0,30.3,10.0
138.0,30.3,10.0
138.0,30.5,10.0
138.0,30.6,10.0
138.0,30.7,10.0
138.0,30.7,10.0
138.0,30.7,10.0
138.0,30.7,10.0
138.0,30.7,10.0
138.0,30.8,10.0
138.0,30.8,10.0
138.0,30.8,10.0
138.0,30.8,10.0
138.0,30.8,10.0
138.0,31.0,10.0
138.0,31.0,10.0
138.0,31.2,10.0
138.0,31.3,10.0
138.0,31.4,10.0
138.0,31.2,10.0
138.0,31.3,10.0
138.0,31.2,10.0
138.0,31.2,10.0
138.0,31.2,10.0
138.0,31.3,10.0
138.0,31.5,10.0
138.0,31.5,10.0
138.0,31.5,10.0
138.0,31.5,10.0
138.0,31.6,10.0
138.0,31.8,10.0
138.0,31.8,10.0
138.0,31.8,10.0
138.0,31.8,10.0
138.0,31.8,10.0
138.0,31.8,10.0
138.0,31.7,10.0
138.0,31.8,10.0
138.0,31.8,10.0
138.0,32.0,10.0
138.0,32.1,10.0
138.0,32.2,10.0
69.0,32.3,21.0
69.0,32.4,21.0
69.0,32.5,21.0
69.0,32.5,21.0
69.0,32.4,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.5,21.0
69.0,32.7,21.0
69.0,32.7,21.0
69.0,32.9,21.0
69.0,32.8,21.0
69.0,32.7,21.0
69.0,32.5,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.2,21.0
69.0,32.1,21.0
69.0,32.1,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.3,21.0
69.0,32.2,21.0
69.0,32.2,21.0
69.0,32.1,21.0
69.0,32.0,21.0
69.0,32.0,21.0
69.0,32.0,21.0
69.0,32.1,21.0
69.0,32.2,21.0
69.0,32.4,21.0
69.0,32.6,21.0
69.0,32.7,21.0
69.0,32.9,21.0
69.0,33.0,21.0
69.0,33.1,21.0
69.0,33.1,21.0
69.0,33.0,21.0
69.0,33.1,21.0
69.0,33.2,21.0
69.0,33.3,21.0
69.0,33.4,21.0
69.0,33.6,21.0
69.0,33.6,21.0
69.0,33.3,21.0
69.0,33.0,21.0
69.0,32.9,21.0
69.0,32.9,21.0
69.0,33.0,21.0
69.0,33.1,21.0
69.0,33.3,21.0
69.0,33.5,21.0
69.0,33.4,21.0
69.0,33.3,21.0
69.0,33.2,21.0
144.0,33.2,21.0
144.0,33.3,21.0
144.0,33.4,21.0
144.0,33.4,21.0
144.0,33.4,21.0
144.0,33.4,21.0
144.0,33.4,21.0
144.0,33.3,21.0
144.0,33.3,21.0
144.0,33.5,21.0
144.0,33.7,21.0
144.0,33.9,21.0
144.0,33.8,21.0
144.0,33.6,21.0
144.0,33.6,21.0
144.0,33.7,21.0
144.0,33.7,21.0
144.0,33.8,21.0
144.0,33.9,21.0
144.0,33.9,21.0
144.0,33.9,21.0
144.0,34.0,21.0
144.0,34.0,21.0
144.0,34.0,21.0
144.0,34.1,21.0
144.0,34.3,21.0
144.0,34.4,21.0
144.0,34.3,21.0
144.0,34.3,21.0
144.0,34.3,21.0
144.0,34.3,21.0
144.0,34.3,21.0
144.0,34.0,21.0
144.0,33.9,21.0
144.0,33.8,21.0
144.0,33.8,21.0
144.0,33.7,21.0
144.0,33.6,21.0
144.0,33.6,21.0
144.0,33.4,21.0
144.0,33.4,21.0
144.0,33.6,21.0
144.0,33.6,21.0
144.0,33.5,21.0
144.0,33.7,21.0
144.0,33.8,21.0
144.0,34.0,21.0
144.0,34.0,21.0
144.0,33.9,21.0
144.0,33.7,21.0
144.0,33.7,21.0
144.0,33.8,21.0
144.0,33.9,21.0
144.0,33.9,21.0
144.0,33.9,21.0
144.0,34.0,21.0
144.0,34.1,21.0
144.0,34.0,21.0
144.0,33.9,21.0
144.0,33.8,21.0
175.0,33.9,21.0
175.0,34.1,21.0
175.0,34.2,21.0
175.0,34.1,21.0
175.0,34.0,21.0
175.0,34.1,21.0
175.0,34.3,21.0
175.0,34.4,21.0
175.0,34.5,21.0
175.0,34.5,21.0
175.0,34.5,21.0
175.0,34.5,21.0
175.0,34.5,21.0
175.0,34.3,21.0
175.0,34.1,21.0
175.0,33.9,21.0
175.0,33.8,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.7,21.0
175.0,33.8,21.0
175.0,33.9,21.0
175.0,33.8,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.7,21.0
175.0,33.8,21.0
175.0,33.9,21.0
175.0,34.1,21.0
175.0,34.3,21.0
175.0,34.6,21.0
175.0,34.9,21.0
175.0,35.1,21.0
175.0,35.1,21.0
175.0,34.9,21.0
175.0,34.7,21.0
175.0,34.6,21.0
175.0,34.6,21.0
175.0,34.7,21.0
175.0,34.8,21.0
175.0,34.6,21.0
175.0,34.5,21.0
175.0,34.4,21.0
175.0,34.5,21.0
175.0,34.4,21.0
175.0,34.4,21.0
175.0,34.6,21.0
175.0,34.8,21.0
175.0,34.9,21.0
175.0,34.9,21.0
175.0,34.7,21.0
175.0,34.6,21.0
175.0,34.3,21.0
175.0,34.1,21.0
175.0,33.9,21.0
175.0,34.0,21.0
175.0,34.2,21.0
175.0,34.3,21.0
175.0,34.3,21.0
175.0,34.4,21.0
247.0,34.5,21.0
247.0,34.5,21.0
247.0,34.5,21.0
247.0,34.6,21.0
247.0,34.5,21.0
247.0,34.2,21.0
247.0,34.2,21.0
247.0,34.3,21.0
247.0,34.4,21.0
247.0,34.4,21.0
247.0,34.5,21.0
247.0,34.6,21.0
247.0,34.7,21.0
247.0,34.7,21.0
247.0,34.8,21.0
247.0,34.6,21.0
247.0,34.5,21.0
247.0,34.4,21.0
247.0,34.5,21.0
247.0,34.6,21.0
247.0,34.9,21.0
247.0,35.0,21.0
247.0,35.2,21.0
247.0,35.2,21.0
247.0,35.2,21.0
247.0,35.2,21.0
247.0,35.2,21.0
247.0,35.2,21.0
247.0,35.2,21.0
247.0,34.9,21.0
247.0,34.8,21.0
247.0,34.9,21.0
247.0,34.9,21.0
247.0,34.9,21.0
247.0,35.0,21.0
247.0,35.3,21.0
247.0,35.6,21.0
247.0,35.6,21.0
247.0,35.5,21.0
247.0,35.5,21.0
247.0,35.5,21.0
247.0,35.6,21.0
247.0,35.6,21.0
247.0,35.6,21.0
247.0,35.6,21.0
247.0,35.6,21.0
247.0,35.6,21.0
247.0,35.6,21.0
247.0,35.7,21.0
247.0,35.9,21.0
247.0,36.1,21.0
247.0,36.2,21.0
247.0,36.1,21.0
247.0,36.0,21.0
247.0,35.9,21.0
247.0,35.8,21.0
247.0,35.9,21.0
247.0,35.9,21.0
247.0,35.8,21.0
247.0,35.7,21.0
438.0,35.6,21.0
438.0,35.6,21.0
438.0,35.7,21.0
438.0,35.5,21.0
438.0,35.1,21.0
438.0,34.7,21.0
438.0,34.6,21.0
438.0,34.4,21.0
438.0,34.3,21.0
438.0,34.3,21.0
438.0,34.3,21.0
438.0,34.4,21.0
438.0,34.5,21.0
438.0,34.7,21.0
438.0,34.8,21.0
438.0,34.7,21.0
438.0,34.7,21.0
438.0,34.5,21.0
438.0,34.5,21.0
438.0,34.6,21.0
438.0,34.7,21.0
438.0,34.9,21.0
438.0,35.0,21.0
438.0,35.2,21.0
438.0,35.1,21.0
438.0,34.9,21.0
438.0,34.6,21.0
438.0,34.5,21.0
438.0,34.3,21.0
438.0,34.2,21.0
438.0,34.4,21.0
438.0,34.7,21.0
438.0,34.9,21.0
438.0,34.9,21.0
438.0,34.7,21.0
438.0,34.7,21.0
438.0,34.6,21.0
438.0,34.5,21.0
438.0,34.6,21.0
438.0,34.6,21.0
438.0,34.6,21.0
438.0,34.5,21.0
438.0,34.4,21.0
438.0,34.6,21.0
438.0,34.7,21.0
438.0,34.8,21.0
438.0,34.9,21.0
438.0,34.9,21.0
438.0,34.9,21.0
438.0,34.8,21.0
438.0,34.7,21.0
438.0,34.4,21.0
438.0,34.3,21.0
438.0,34.4,21.0
438.0,34.3,21.0
438.0,34.3,21.0
438.0,34.3,21.0
438.0,34.3,21.0
438.0,34.3,21.0
438.0,34.4,21.0
516.0,34.3,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.5,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.5,21.0
516.0,34.4,21.0
516.0,34.5,21.0
516.0,34.6,21.0
516.0,34.6,21.0
516.0,34.6,21.0
516.0,34.7,21.0
516.0,34.8,21.0
516.0,34.8,21.0
516.0,34.7,21.0
516.0,34.7,21.0
516.0,34.8,21.0
516.0,34.9,21.0
516.0,34.8,21.0
516.0,34.6,21.0
516.0,34.6,21.0
516.0,34.7,21.0
516.0,34.8,21.0
516.0,34.9,21.0
516.0,34.9,21.0
516.0,34.8,21.0
516.0,34.7,21.0
516.0,34.6,21.0
516.0,34.6,21.0
516.0,34.6,21.0
516.0,34.6,21.0
516.0,34.7,21.0
516.0,34.7,21.0
516.0,34.5,21.0
516.0,34.5,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.5,21.0
516.0,34.5,21.0
516.0,34.5,21.0
516.0,34.5,21.0
516.0,34.4,21.0
516.0,34.5,21.0
516.0,34.5,21.0
516.0,34.5,21.0
516.0,34.5,21.0
516.0,34.4,21.0
516.0,34.3,21.0
516.0,34.3,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.4,21.0
516.0,34.3,21.0
516.0,34.3,21.0
516.0,34.4,21.0
516.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.4,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.4,21.0
436.0,34.4,21.0
436.0,34.5,21.0
436.0,34.5,21.0
436.0,34.6,21.0
436.0,34.6,21.0
436.0,34.6,21.0
436.0,34.6,21.0
436.0,34.5,21.0
436.0,34.5,21.0
436.0,34.5,21.0
436.0,34.5,21.0
436.0,34.6,21.0
436.0,34.7,21.0
436.0,34.8,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.6,21.0
436.0,34.5,21.0
436.0,34.4,21.0
436.0,34.5,21.0
436.0,34.6,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.7,21.0
436.0,34.6,21.0
436.0,34.5,21.0
436.0,34.5,21.0
436.0,34.4,21.0
436.0,34.4,21.0
436.0,34.4,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.3,21.0
436.0,34.2,21.0
436.0,34.1,21.0
436.0,34.0,21.0
436.0,34.0,21.0
436.0,34.0,21.0
436.0,34.1,21.0
436.0,34.2,21.0
436.0,34.2,21.0
436.0,34.2,21.0
175.0,34.1,21.0
175.0,34.0,21.0
175.0,33.9,21.0
175.0,33.8,21.0
175.0,33.7,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.7,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.5,21.0
175.0,33.4,21.0
175.0,33.4,21.0
175.0,33.5,21.0
175.0,33.4,21.0
175.0,33.3,21.0
175.0,33.3,21.0
175.0,33.3,21.0
175.0,33.3,21.0
175.0,33.4,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.3,21.0
175.0,33.2,21.0
175.0,33.2,21.0
175.0,33.2,21.0
175.0,33.3,21.0
175.0,33.3,21.0
175.0,33.4,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.7,21.0
175.0,33.7,21.0
175.0,33.6,21.0
175.0,33.7,21.0
175.0,33.7,21.0
175.0,33.7,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.6,21.0
175.0,33.5,21.0
175.0,33.5,21.0
175.0,33.5,21.0
50.0,33.7,21.0
50.0,33.7,21.0
50.0,33.6,21.0
50.0,33.5,21.0
50.0,33.6,21.0
50.0,33.6,21.0
50.0,33.7,21.0
50.0,33.7,21.0
50.0,33.6,21.0
50.0,33.6,21.0
50.0,33.6,21.0
50.0,33.5,21.0
50.0,33.4,21.0
50.0,33.3,21.0
50.0,33.3,21.0
50.0,33.3,21.0
50.0,33.2,21.0
50.0,33.1,21.0
50.0,33.1,21.0
50.0,33.1,21.0
50.0,33.1,21.0
50.0,33.2,21.0
50.0,33.2,21.0
50.0,33.3,21.0
50.0,33.4,21.0
50.0,33.4,21.0
50.0,33.4,21.0
50.0,33.3,21.0
50.0,33.3,21.0
50.0,33.2,21.0
50.0,33.2,21.0
50.0,33.3,21.0
50.0,33.3,21.0
50.0,33.2,21.0
50.0,33.1,21.0
50.0,33.0,21.0
50.0,33.0,21.0
50.0,32.9,21.0
50.0,32.9,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.8,21.0
50.0,32.7,21.0
50.0,32.7,21.0
50.0,32.7,21.0
50.0,32.7,21.0
50.0,32.7,21.0
50.0,32.6,21.0
50.0,32.6,21.0
50.0,32.6,21.0
50.0,32.6,21.0
50.0,32.5,21.0
50.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.6,21.0
0.0,32.5,21.0
0.0,32.5,21.0
0.0,32.5,21.0
0.0,32.5,21.0
0.0,32.5,21.0
0.0,32.4,21.0
0.0,32.4,21.0
0.0,32.5,21.0
0.0,32.5,21.0
0.0,32.5,21.0
0.0,32.5,21.0
0.0,32.4,21.0
0.0,32.4,21.0
0.0,32.4,21.0
0.0,32.4,21.0
0.0,32.4,21.0
0.0,32.3,21.0
0.0,32.3,21.0
0.0,32.3,21.0
0.0,32.3,21.0
0.0,32.2,21.0
0.0,32.2,21.0
0.0,32.2,21.0
0.0,32.2,21.0
0.0,32.2,21.0
0.0,32.2,21.0
0.0,32.2,21.0
0.0,32.2,21.0
0.0,32.1,21.0
0.0,32.1,21.0
0.0,32.1,21.0
0.0,32.1,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.1,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,32.0,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.9,21.0
0.0,31.8,21.0
0.0,31.8,21.0
0.0,31.8,21.0
0.0,31.8,21.0
0.0,31.7,21.0
0.0,31.7,21.0
0.0,31.7,21.0
0.0,31.7,21.0
0.0,31.7,21.0
0.0,31.7,21.0
